course number,course name,credits,prereqs,desc
PHYS I299,"Independent Study in PHYS",0.0-12.0,"No Prereq","Self-directed within the area of study requiring intermittent consultation with a designated instructor."
PHYS I399,"Independent Study in PHYS",0.0-12.0,"No Prereq","Self-directed within the area of study requiring intermittent consultation with a designated instructor."
PHYS I499,"Independent Study in PHYS",0.0-12.0,"No Prereq","Self-directed within the area of study requiring intermittent consultation with a designated instructor."
PHYS T180,"Special Topics in Physics",0.0-12.0,"No Prereq","Topics decided upon by faculty will vary within the area of study."
PHYS T280,"Special Topics in Physics",0.0-12.0,"No Prereq","Topics decided upon by faculty will vary within the area of study."
PHYS T380,"Special Topics in Physics",0.0-12.0,"No Prereq","Topics decided upon by faculty will vary within the area of study."
PHYS T480,"Special Topics in Physics",0.0-12.0,"No Prereq","Covers selected topics in physics. May be repeated for credit."
PHEV 145,"Weather I: Climate and Global Change",4.0,"No Prereq","Introduction to the Earth's atmosphere and climate system including the structure and interaction of the components of this system. Students learn basic meteorological ideas and concepts. Special topics include weather satellite and Doppler radar imagery, daily weather discussions, the greenhouse effect and ozone depletion."
PHEV 146,"Weather II: Analysis and Forecasting",4.0,"No Prereq","Course covers real problems of weather analysis and forecasting. Components focus on surface and upper-air weather maps, westerlies and the jet stream, mid-latitude cyclones, thunderstorms, tornadoes and hurricanes. Special topics include weather instruments and observations, atmospheric optics and climate analyses."
PSCI 100,"Introduction to Political Science",4.0,"No Prereq","Studies the political process, which determines who gets what, when, and how in society."
PSCI 110,"American Government",4.0,"No Prereq","Introduces the elements of the American political system."
PSCI 120,"History of Political Thought",4.0,"No Prereq","Introduces the Western tradition of political thought, examining a selection of works by major political thinkers. Draws on primary sources, with a textual and conceptual emphasis."
PSCI 131   [WI],"Research Design for Political Science",4.0,"No Prereq","Introduction to basic principles of political science research design. Examines the process of formulating research questions in political science, developing theories with testable implications, and hypothesis testing. Students produce a research proposal including research question, literature review, and research design."
PSCI 140,"Comparative Politics I",4.0,"No Prereq","Examines methods used to compare state political systems with respect to world order values in varying geographic and cultural settings."
PSCI 150,"International Politics",4.0,"No Prereq","Analyzes nation-states in their external relations, including the interaction of the great powers with each other and with emerging areas."
PSCI 210,"American Political Development",4.0,"PSCI 110 [Min Grade: D]","Focusing on long-term processes, the course examines state formation, institution-building, institutional competition, and policy-making in the American context. The course provides historical and political background that makes sense of vital present-day issues like national security, racial and ethnic politics, and health care policy."
PSCI 220,"Constitutional Law I",4.0,"PSCI 110 [Min Grade: D]","Introduction to Constitutional law and the federal courts. Examines the emergence of judicial review, the judiciary's role in the system of check and balances, and the powers and limitations on each branch of government."
PSCI 223,"Comparative Political Thought",4.0,"PSCI 120 [Min Grade: D]","Provides an introduction to comparative political theory by studying non-canonical texts originating both within Europe and the United States and outside those areas, generally in colonized or formerly colonized countries. Specific theories include those of DuBois, Fanon, and Mariategui."
PSCI 229,"Theories of Justice",4.0,"No Prereq","Examines the nature and realization of justice over time, with special attention to the ways that justice has been conceptualized and re-conceptualized over time."
PSCI 231,"Qualitative and Mixed-Methods Research in Political Science",4.0,"No Prereq","Considers the theoretical and methodological challenges and opportunities associated with qualitative and multi-method research designs. Includes issues of causation, explanation, and inference, as well as practical considerations of specific research designs and methods. The qualitative research designs considered include “small-n” historical case studies and process tracing. Specific techniques include focus groups, structured and semi-structured interviews, oral histories, archival research, participant observation, ethnographic investigations, action research, and the use of memoir and journalistic sources as data."
PSCI 232,"Quantitative Research Methods in Political Science",4.0,"No Prereq","This course provides students with concepts, principles and tools of quantitative research methodology for political science. Core concepts include quantitative measurement of political topics, survey research, and linear regression analysis."
PSCI 240,"Comparative Politics II",4.0,"PSCI 140 [Min Grade: D]","Uses the tools of comparative politics to examine key political issues across democratic and non-democratic countries."
PSCI 250,"American Foreign Policy",4.0,"PSCI 150 [Min Grade: D]","Examines current issues in American foreign policy, including the assumptions underlying policy goals, the means of achieving them, and the decision-making machinery."
PSCI 252,"Global Governance",4.0,"PSCI 150 [Min Grade: D] or PSCI 140 [Min Grade: D]","Introduces students to the theory and practice of international organizations. Focuses on three broad questions: Do international organizations matter? How do they matter? Should they matter? Course begins with an overview of major theoretical perspectives and continues with an examination of the United Nations system and its role in security, development, human rights, global health and environmental politics."
PSCI 255,"International Political Economy",4.0,"No Prereq","The overarching theme of this course is the process of globalization, the factors leading to a single world economy tied together by technology, trade, and investment, and the factors keeping up independent economic zones and nations in economic competition and sometimes in open political opposition."
PSCI 260   [WI],"Power in Protest: Social Movements in Comparative Perspective",4.0,"PSCI 140 [Min Grade: D] or PSCI 150 [Min Grade: D]","This course considers theoretical approaches to comparative social movements by closely examining evidence about specific movements. Questions include: When and why do people mobilize to make demands against their states and societies? What contextual conditions enable such mobilization, and under what conditions does mobilization decline? Finally, do movements actually matter for bringing about change? This course is designed to gain leverage on these questions by surveying an eclectic literature from international relations and comparative politics."
PSCI 284,"Environmental Politics",4.0,"No Prereq","Examines environmental politics, focusing on the United States. Solving environmental problems is not simply a question of using available science and technology; rather, proposals to combat environmental degradation confront political context that may or may not favor the aims of environmental policy. Understanding politics is therefore indispensable for effective environmental problem-solving."
PSCI 289,"Technology and Politics",4.0,"No Prereq","How do technologies shape politics, and how do human interests produce particular kinds of technologies? This course will examine the life of many different kinds of technologies through the lens of human use, institutional practice, economic interests, policy, and social movements. Case studies will include the data rescue movement, smartphones and surveillance culture, Hurricane Harvey and infrastructure, inclusive/barrier-free design, and the ethics of human enhancement, among other topics. A core part of the course will be learning and developing skill in social science research through fun micro-assignments."
PSCI 305,"Social Development: A Global Approach",4.0,"No Prereq","This course is a general introduction to issues posed by the notions of development and progress of societies. Issues to be discussed include indices of social development, economic growth, and health progress, and their significance in relation to general views on social development and human progress. The concept of standard of living, the human development index, the demographic transition and the gender and political aspects of development will be also discussed. As a general introduction to the issues implied by the relationships between economic progress, population growth, health, and politics, as major concepts involved in the notion of social development, the course has links with demography, sociology, history of political thought, economics, anthropology, and the health sciences."
PSCI 310,"Civilians in Armed Conflict",4.0,"No Prereq","What happens to civilians in times of war? What are the responsibilities of militaries and rebel groups to people under their control -- and do they meet them? Who counts as a "civilian," anyway? This course considers these questions and more. We examine the definition and causes of armed conflict, before turning to key issues such as civilian coping strategies during armed conflict, common patterns of violence against civilians, legal and policy remedies for human rights violations, and the politics of human rights advocacy."
